"#	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3"
"UPI00000E30A5	0.32407407407407407	0.40046296296296297	0.27546296296296297	0.4351851851851852	0.30324074074074076	0.2615740740740741	0.5949074074074074	0.15046296296296297	0.2546296296296296	0.4212962962962963	0.2638888888888889	0.3148148148148148	0.5648148148148148	0.30787037037037035	0.12731481481481488	0.40046296296296297	0.33101851851851855	0.26851851851851843	0.33101851851851855	0.2337962962962963	0.4351851851851851	0.4236111111111111	0.3611111111111111	0.21527777777777773	0.3148148148148148	0.35185185185185186	0.33333333333333326	0.39351851851851855	0.3912037037037037	0.21527777777777768	0.10185185185185185	0.7407407407407407	0.15740740740740744	0.4212962962962963	0.28935185185185186	0.28935185185185186	0.4699074074074074	0.32407407407407407	0.2060185185185185"
"tr|D3QX74|D3QX74_ECOCB	0.3228346456692913	0.33858267716535434	0.33858267716535434	0.36220472440944884	0.31496062992125984	0.3228346456692913	0.5039370078740157	0.1889763779527559	0.30708661417322836	0.41732283464566927	0.2204724409448819	0.3622047244094489	0.5118110236220472	0.3464566929133858	0.14173228346456695	0.41732283464566927	0.25984251968503935	0.32283464566929143	0.30708661417322836	0.2047244094488189	0.4881889763779528	0.3937007874015748	0.3858267716535433	0.22047244094488194	0.36220472440944884	0.29133858267716534	0.3464566929133858	0.33070866141732286	0.44881889763779526	0.22047244094488183	0.10236220472440945	0.7637795275590551	0.13385826771653542	0.47244094488188976	0.25984251968503935	0.26771653543307083	0.4881889763779528	0.3228346456692913	0.1889763779527559"
"gi|492019134|ref|WP_005719812.1|	0.350561797752809	0.35280898876404493	0.296629213483146	0.4202247191011236	0.3146067415730337	0.2651685393258427	0.5617977528089888	0.18876404494382024	0.24943820224719096	0.451685393258427	0.2292134831460674	0.3191011235955056	0.5752808988764045	0.2898876404494382	0.13483146067415724	0.4449438202247191	0.27415730337078653	0.28089887640449435	0.3550561797752809	0.2202247191011236	0.42471910112359545	0.3797752808988764	0.3415730337078652	0.27865168539325846	0.31910112359550563	0.298876404494382	0.3820224719101123	0.3303370786516854	0.39101123595505616	0.27865168539325846	0.1146067415730337	0.7235955056179775	0.16179775280898878	0.44719101123595506	0.2651685393258427	0.2876404494382022	0.4067415730337079	0.350561797752809	0.24269662921348317"
"gi|59797626|sp|Q81X78.1|ENO_BACAN	0.3225058004640371	0.3851508120649652	0.2923433874709977	0.4408352668213457	0.31554524361948955	0.24361948955916468	0.5846867749419954	0.1740139211136891	0.2412993039443155	0.41299303944315546	0.26450116009280744	0.3225058004640371	0.5591647331786543	0.3225058004640371	0.11832946635730857	0.39443155452436196	0.31554524361948955	0.2900232018561485	0.31554524361948955	0.24361948955916474	0.4408352668213457	0.40835266821345706	0.3851508120649652	0.20649651972157773	0.3225058004640371	0.33874709976798145	0.33874709976798145	0.3805104408352668	0.41299303944315546	0.20649651972157768	0.09280742459396751	0.7517401392111369	0.15545243619489557	0.4176334106728538	0.27842227378190254	0.3039443155452436	0.4733178654292343	0.3225058004640371	0.20417633410672864"
"UPI000005229B	0.33035714285714285	0.37797619047619047	0.29166666666666674	0.44047619047619047	0.35714285714285715	0.20238095238095238	0.5892857142857143	0.21428571428571427	0.19642857142857142	0.44345238095238093	0.24107142857142858	0.31547619047619047	0.5684523809523809	0.3482142857142857	0.08333333333333337	0.39285714285714285	0.32142857142857145	0.28571428571428575	0.3392857142857143	0.22916666666666666	0.43154761904761907	0.4226190476190476	0.375	0.20238095238095233	0.31547619047619047	0.3392857142857143	0.34523809523809523	0.39285714285714285	0.40476190476190477	0.20238095238095244	0.10416666666666667	0.75	0.14583333333333337	0.4255952380952381	0.2916666666666667	0.2827380952380952	0.4523809523809524	0.33035714285714285	0.21726190476190482"
"UPI0001E071A2	0.33568904593639576	0.3710247349823322	0.2932862190812721	0.4416961130742049	0.3392226148409894	0.2190812720848056	0.5653710247349824	0.2226148409893993	0.21201413427561835	0.46996466431095407	0.21908127208480566	0.31095406360424027	0.5724381625441696	0.3003533568904594	0.12720848056537104	0.4028268551236749	0.31095406360424027	0.28621908127208484	0.36042402826855124	0.21201413427561838	0.4275618374558304	0.3992932862190813	0.392226148409894	0.20848056537102477	0.31095406360424027	0.3321554770318021	0.35689045936395764	0.36042402826855124	0.43109540636042404	0.20848056537102472	0.10247349823321555	0.7491166077738516	0.1484098939929328	0.43462897526501765	0.2968197879858657	0.26855123674911663	0.44876325088339225	0.33568904593639576	0.21554770318021194"
"gi|488142178|ref|WP_002213386.1|	0.32242990654205606	0.3855140186915888	0.29205607476635514	0.42289719626168226	0.3317757009345794	0.24532710280373826	0.5794392523364486	0.17990654205607476	0.2406542056074767	0.4158878504672897	0.25934579439252337	0.3247663551401869	0.5467289719626168	0.3574766355140187	0.09579439252336447	0.397196261682243	0.31542056074766356	0.28738317757009346	0.3341121495327103	0.21261682242990654	0.4532710280373832	0.40420560747663553	0.3878504672897196	0.2079439252336448	0.3247663551401869	0.338785046728972	0.3364485981308411	0.3644859813084112	0.42757009345794394	0.2079439252336449	0.09579439252336448	0.7593457943925234	0.1448598130841121	0.4766355140186916	0.22897196261682243	0.29439252336448607	0.4672897196261682	0.32242990654205606	0.21028037383177567"
"UPI00015E1AE1	0.31718061674008813	0.4008810572687225	0.2819383259911894	0.3964757709251101	0.36123348017621143	0.24229074889867847	0.552863436123348	0.21145374449339208	0.23568281938325994	0.4251101321585903	0.2577092511013216	0.31718061674008813	0.539647577092511	0.3568281938325991	0.1035242290748899	0.4008810572687225	0.3237885462555066	0.2753303964757709	0.32158590308370044	0.21806167400881057	0.4603524229074889	0.40748898678414097	0.3502202643171806	0.24229074889867847	0.31718061674008813	0.3436123348017621	0.33920704845814975	0.3766519823788546	0.381057268722467	0.24229074889867847	0.11674008810572688	0.7533039647577092	0.1299559471365639	0.4779735682819383	0.2621145374449339	0.2599118942731277	0.45154185022026433	0.31718061674008813	0.2312775330396475"
"UPI0001E6200B	0.30364372469635625	0.398110661268556	0.29824561403508776	0.3967611336032389	0.3441295546558704	0.25910931174089075	0.5897435897435898	0.16464237516869096	0.24561403508771928	0.4008097165991903	0.2793522267206478	0.3198380566801619	0.543859649122807	0.3508771929824561	0.10526315789473684	0.3940620782726046	0.32118758434547906	0.2847503373819164	0.3090418353576248	0.23481781376518218	0.45614035087719307	0.446693657219973	0.34547908232118757	0.20782726045883942	0.31983805668016196	0.3576248313090418	0.3225371120107962	0.3913630229419703	0.4008097165991903	0.20782726045883948	0.09716599190283401	0.7705802968960864	0.13225371120107954	0.43049932523616735	0.27125506072874495	0.29824561403508776	0.4709851551956815	0.30364372469635625	0.22537112010796223"
"UPI0000054764	0.3248847926267281	0.3824884792626728	0.2926267281105991	0.45161290322580644	0.2834101382488479	0.2649769585253456	0.5829493087557603	0.15898617511520738	0.25806451612903225	0.43548387096774194	0.23963133640552994	0.3248847926267281	0.5737327188940092	0.29723502304147464	0.12903225806451613	0.3986175115207373	0.315668202764977	0.2857142857142857	0.33410138248847926	0.23963133640552994	0.42626728110599077	0.4078341013824885	0.391705069124424	0.20046082949308758	0.3248847926267281	0.3387096774193548	0.3364055299539171	0.37557603686635943	0.423963133640553	0.20046082949308758	0.09216589861751152	0.7465437788018433	0.16129032258064513	0.41244239631336405	0.29493087557603687	0.29262672811059903	0.46774193548387094	0.3248847926267281	0.2073732718894009"
"gi|490335909|ref|WP_004224131.1|	0.27705627705627706	0.4025974025974026	0.3203463203463204	0.4458874458874459	0.2727272727272727	0.2813852813852814	0.5800865800865801	0.15584415584415584	0.26406926406926406	0.3852813852813853	0.2683982683982684	0.34632034632034636	0.5670995670995671	0.2857142857142857	0.1471861471861472	0.3463203463203463	0.35064935064935066	0.303030303030303	0.30735930735930733	0.2597402597402597	0.432900432900433	0.4199134199134199	0.3593073593073593	0.2207792207792208	0.3463203463203463	0.3593073593073593	0.29437229437229434	0.3852813852813853	0.3939393939393939	0.22077922077922085	0.09523809523809523	0.7792207792207793	0.1255411255411255	0.4025974025974026	0.3116883116883117	0.2857142857142857	0.5021645021645021	0.27705627705627706	0.2207792207792208"
"gi|333769664|gb|EGL46762.1|	0.30158730158730157	0.40476190476190477	0.2936507936507936	0.38095238095238093	0.39285714285714285	0.22619047619047622	0.5674603174603174	0.21428571428571427	0.21825396825396828	0.4087301587301587	0.2698412698412698	0.32142857142857145	0.5119047619047619	0.376984126984127	0.11111111111111116	0.376984126984127	0.3373015873015873	0.2857142857142857	0.32936507936507936	0.18253968253968253	0.48809523809523814	0.44047619047619047	0.35714285714285715	0.20238095238095238	0.32142857142857145	0.36507936507936506	0.31349206349206354	0.38492063492063494	0.4126984126984127	0.20238095238095244	0.09523809523809523	0.7579365079365079	0.14682539682539686	0.46825396825396826	0.2619047619047619	0.2698412698412698	0.5079365079365079	0.30158730158730157	0.19047619047619052"
"gi|446743625|ref|WP_000820881.1|	0.27761194029850744	0.42388059701492536	0.2985074626865672	0.417910447761194	0.34626865671641793	0.23582089552238805	0.5791044776119403	0.1880597014925373	0.2328358208955224	0.3611940298507463	0.32238805970149254	0.31641791044776113	0.5432835820895522	0.33432835820895523	0.12238805970149258	0.3522388059701492	0.3522388059701492	0.29552238805970155	0.3044776119402985	0.23880597014925373	0.4567164179104477	0.4388059701492537	0.3492537313432836	0.2119402985074627	0.3164179104477612	0.3761194029850746	0.30746268656716425	0.41194029850746267	0.3761194029850746	0.21194029850746265	0.09850746268656717	0.7701492537313432	0.13134328358208958	0.4298507462686567	0.2656716417910448	0.3044776119402985	0.5104477611940299	0.27761194029850744	0.21194029850746265"
"UPI0001F60A65	0.3225806451612903	0.3986175115207373	0.2788018433179724	0.4400921658986175	0.30414746543778803	0.25576036866359453	0.5944700460829493	0.15668202764976957	0.24884792626728114	0.41935483870967744	0.26036866359447003	0.3202764976958525	0.5691244239631337	0.31105990783410137	0.11981566820276496	0.4009216589861751	0.3271889400921659	0.27188940092165903	0.33410138248847926	0.2350230414746544	0.4308755760368663	0.4216589861751152	0.3640552995391705	0.2142857142857143	0.32027649769585254	0.347926267281106	0.3317972350230415	0.38940092165898615	0.39631336405529954	0.21428571428571425	0.10138248847926268	0.7419354838709677	0.15668202764976957	0.4147465437788018	0.29493087557603687	0.2903225806451613	0.46543778801843316	0.3225806451612903	0.21198156682027652"
"UPI0001F60AAE	0.3233082706766917	0.3684210526315789	0.3082706766917294	0.40100250626566414	0.3458646616541353	0.25313283208020054	0.5463659147869674	0.20802005012531327	0.24561403508771934	0.41604010025062654	0.2606516290726817	0.32330827067669177	0.5513784461152882	0.3408521303258145	0.10776942355889729	0.38095238095238093	0.3182957393483709	0.30075187969924816	0.3233082706766917	0.22807017543859648	0.44862155388471187	0.41102756892230574	0.38847117794486213	0.20050125313283212	0.3233082706766917	0.3433583959899749	0.3333333333333334	0.37844611528822053	0.42105263157894735	0.20050125313283207	0.11779448621553884	0.7343358395989975	0.1478696741854636	0.44611528822055135	0.2506265664160401	0.30325814536340856	0.5238095238095238	0.3233082706766917	0.15288220551378445"
"UPI0000047C5C	0.3090909090909091	0.4	0.2909090909090909	0.3090909090909091	0.48484848484848486	0.20606060606060606	0.5818181818181818	0.21212121212121213	0.20606060606060608	0.3575757575757576	0.3333333333333333	0.309090909090909	0.48484848484848486	0.44242424242424244	0.0727272727272727	0.36363636363636365	0.34545454545454546	0.2909090909090909	0.32727272727272727	0.15757575757575756	0.5151515151515151	0.41818181818181815	0.3393939393939394	0.24242424242424238	0.3090909090909091	0.37575757575757573	0.3151515151515152	0.38181818181818183	0.37575757575757573	0.24242424242424243	0.14545454545454545	0.7272727272727273	0.1272727272727272	0.5878787878787879	0.23636363636363636	0.17575757575757575	0.509090909090909	0.3090909090909091	0.18181818181818188"
"gi|254804307|ref|YP_003082528.1|	0.3022598870056497	0.3954802259887006	0.30225988700564976	0.3983050847457627	0.3700564971751412	0.23163841807909602	0.5451977401129944	0.22598870056497175	0.22881355932203387	0.3983050847457627	0.268361581920904	0.33333333333333326	0.536723163841808	0.3672316384180791	0.09604519774011294	0.4096045197740113	0.2909604519774011	0.29943502824858764	0.3192090395480226	0.2175141242937853	0.4632768361581921	0.3926553672316384	0.384180790960452	0.2231638418079096	0.3333333333333333	0.3305084745762712	0.33615819209039555	0.3389830508474576	0.4378531073446328	0.2231638418079096	0.096045197740113	0.7796610169491526	0.12429378531073443	0.4435028248587571	0.2655367231638418	0.29096045197740106	0.4548022598870056	0.3022598870056497	0.24293785310734467"
"UPI00001276DD	0.3154981549815498	0.3837638376383764	0.3007380073800737	0.42435424354243545	0.35608856088560886	0.2195571955719557	0.5885608856088561	0.1937269372693727	0.21771217712177118	0.43357933579335795	0.25461254612546125	0.3118081180811808	0.559040590405904	0.34686346863468637	0.0940959409594096	0.3634686346863469	0.3376383763837638	0.29889298892988925	0.33025830258302585	0.22878228782287824	0.44095940959409585	0.42988929889298894	0.4022140221402214	0.16789667896678961	0.3118081180811808	0.3671586715867159	0.3210332103321033	0.3985239852398524	0.43357933579335795	0.16789667896678973	0.1033210332103321	0.7490774907749077	0.14760147601476015	0.4612546125461255	0.2693726937269373	0.2693726937269373	0.477859778597786	0.3154981549815498	0.20664206642066413"
"UPI00000007C1	0.32299270072992703	0.3759124087591241	0.3010948905109489	0.41058394160583944	0.40145985401459855	0.187956204379562	0.5821167883211679	0.22992700729927007	0.18795620437956206	0.4051094890510949	0.28102189781021897	0.31386861313868614	0.551094890510949	0.3704379562043796	0.07846715328467146	0.36496350364963503	0.33394160583941607	0.3010948905109489	0.3248175182481752	0.22627737226277372	0.4489051094890511	0.4306569343065693	0.38686131386861317	0.18248175182481746	0.31386861313868614	0.3613138686131387	0.32481751824817523	0.3978102189781022	0.4197080291970803	0.18248175182481752	0.11313868613138686	0.7390510948905109	0.1478102189781022	0.4781021897810219	0.25547445255474455	0.26642335766423353	0.5	0.32299270072992703	0.17700729927007297"
"gi|45645206|sp|Q9KJ23.2|CH60_LACJO	0.3425414364640884	0.3812154696132597	0.2762430939226519	0.43830570902394106	0.36095764272559855	0.2007366482504604	0.5893186003683242	0.21178637200736647	0.19889502762430936	0.4604051565377532	0.2504604051565378	0.28913443830570906	0.580110497237569	0.3333333333333333	0.08655616942909766	0.39410681399631675	0.3314917127071823	0.27440147329650094	0.34806629834254144	0.23204419889502761	0.419889502762431	0.43278084714548803	0.3867403314917127	0.18047882136279925	0.289134438305709	0.35543278084714547	0.35543278084714547	0.40699815837937386	0.4125230202578269	0.1804788213627993	0.11602209944751381	0.7292817679558011	0.15469613259668502	0.4567219152854512	0.26519337016574585	0.278084714548803	0.4567219152854512	0.3425414364640884	0.20073664825046045"
"tr|F8BDH3|F8BDH3_LISMM	0.3563579277864992	0.31868131868131866	0.3249607535321821	0.38304552590266877	0.30141287284144425	0.3155416012558869	0.521193092621664	0.1726844583987441	0.30612244897959184	0.434850863422292	0.19309262166405022	0.3720565149136577	0.5180533751962323	0.3218210361067504	0.16012558869701732	0.45839874411302983	0.2260596546310832	0.3155416012558869	0.3500784929356358	0.16797488226059654	0.4819466248037677	0.3108320251177394	0.41444270015698587	0.2747252747252747	0.37205651491365777	0.24332810047095763	0.3846153846153846	0.2778649921507064	0.4474097331240188	0.2747252747252748	0.10832025117739404	0.7331240188383046	0.15855572998430134	0.46467817896389324	0.3076923076923077	0.2276295133437991	0.41601255886970173	0.3563579277864992	0.2276295133437991"
"gi|334089837|gb|AEG64641.1|	0.2911764705882353	0.40588235294117647	0.30294117647058816	0.43529411764705883	0.3205882352941177	0.2441176470588235	0.5735294117647058	0.18823529411764706	0.2382352941176471	0.4294117647058823	0.2411764705882353	0.3294117647058823	0.5529411764705883	0.32941176470588235	0.11764705882352938	0.36470588235294116	0.3382352941176471	0.2970588235294117	0.29705882352941176	0.25588235294117645	0.44705882352941173	0.4441176470588235	0.36176470588235293	0.19411764705882356	0.32941176470588235	0.3588235294117647	0.311764705882353	0.40588235294117647	0.4	0.1941176470588235	0.09117647058823529	0.7911764705882353	0.11764705882352944	0.3764705882352941	0.3176470588235294	0.3058823529411765	0.4764705882352941	0.2911764705882353	0.2323529411764706"
"sp|F9VMT6|FBPAP_SULTO	0.296875	0.3984375	0.3046875	0.3515625	0.34375	0.3046875	0.5078125	0.19270833333333334	0.29947916666666663	0.390625	0.265625	0.34375	0.5234375	0.3776041666666667	0.09895833333333331	0.4322916666666667	0.2682291666666667	0.2994791666666666	0.3046875	0.21875	0.4765625	0.3958333333333333	0.3411458333333333	0.2630208333333334	0.34375	0.3255208333333333	0.3307291666666667	0.3333333333333333	0.4036458333333333	0.2630208333333334	0.109375	0.7526041666666666	0.13802083333333337	0.4713541666666667	0.25	0.27864583333333326	0.4479166666666667	0.296875	0.25520833333333326"
"UPI000002CE66	0.23964497041420119	0.47928994082840237	0.28106508875739644	0.4260355029585799	0.2988165680473373	0.27514792899408286	0.6005917159763313	0.15384615384615385	0.24556213017751483	0.3905325443786982	0.29289940828402367	0.3165680473372781	0.5621301775147929	0.34615384615384615	0.09171597633136097	0.35502958579881655	0.39349112426035504	0.25147928994082835	0.2692307692307692	0.29289940828402367	0.43786982248520717	0.4940828402366864	0.2958579881656805	0.21005917159763315	0.3165680473372781	0.4319526627218935	0.25147928994082847	0.4171597633136095	0.3727810650887574	0.2100591715976331	0.06804733727810651	0.8579881656804734	0.07396449704142005	0.3816568047337278	0.24260355029585798	0.3757396449704141	0.4970414201183432	0.23964497041420119	0.26331360946745563"
"UPI000012B69B	0.3075313807531381	0.41631799163179917	0.2761506276150627	0.40376569037656906	0.27615062761506276	0.3200836820083682	0.5397489539748954	0.1506276150627615	0.30962343096234307	0.4476987447698745	0.22594142259414227	0.3263598326359832	0.5627615062761506	0.3054393305439331	0.1317991631799163	0.45397489539748953	0.2803347280334728	0.2656903765690376	0.32217573221757323	0.2405857740585774	0.4372384937238494	0.4205020920502092	0.3200836820083682	0.25941422594142266	0.3263598326359833	0.3368200836820084	0.3368200836820083	0.3472803347280335	0.39330543933054396	0.2594142259414225	0.09205020920502092	0.7698744769874477	0.13807531380753135	0.38702928870292885	0.27824267782426776	0.3347280334728034	0.40794979079497906	0.3075313807531381	0.28451882845188287"
