"#	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332"
"sp|Q15386|UBE3C_HUMAN	0.1866913123844732	0.2033271719038817	0.24491682070240295	0.21072088724584104	0.2245841035120148	0.18946395563770796	0.15804066543438078	0.29944547134935307	0.11645101663585952	0.15711645101663585	0.3188539741219963	0.1423290203327172	0.3465804066543438	0.14048059149722736	0.09611829944547134	0.17744916820702403	0.28650646950092423	0.16543438077634012	0.10720887245841035	0.3096118299445471	0.17744916820702403	0.25231053604436227	0.15526802218114602	0.21534195933456562	0.21811460258780038	0.24306839186691312	0.16173752310536044	0.2255083179297597	0.12292051756007394	0.2476894639556377	0.16266173752310537	0.022181146025878003	0.16081330868761554	0.24306839186691312	0.24953789279112754	0.13585951940850277	0.24676524953789278	0.23752310536044363	0.14325323475046212"
"sp|Q93038|TNR25_HUMAN	0.20192307692307693	0.16826923076923078	0.2668269230769231	0.27884615384615385	0.20673076923076922	0.19471153846153846	0.23317307692307693	0.2668269230769231	0.10096153846153846	0.1875	0.25721153846153844	0.19230769230769232	0.33653846153846156	0.17548076923076922	0.06490384615384616	0.24519230769230768	0.21394230769230768	0.19230769230769232	0.12740384615384615	0.27163461538461536	0.2403846153846154	0.28125	0.16346153846153846	0.10336538461538461	0.25721153846153844	0.19230769230769232	0.1875	0.33413461538461536	0.11778846153846154	0.14903846153846154	0.13701923076923078	0.016826923076923076	0.17067307692307693	0.23798076923076922	0.23076923076923078	0.15144230769230768	0.22355769230769232	0.2283653846153846	0.1466346153846154"
"sp|O94811|TPPP_HUMAN	0.3073394495412844	0.1926605504587156	0.16055045871559634	0.3440366972477064	0.18807339449541285	0.13302752293577982	0.3119266055045872	0.24770642201834864	0.06422018348623854	0.2798165137614679	0.25688073394495414	0.11467889908256881	0.3348623853211009	0.13761467889908258	0.03669724770642202	0.3440366972477064	0.21100917431192662	0.13302752293577982	0.21100917431192662	0.3440366972477064	0.12844036697247707	0.22018348623853212	0.28440366972477066	0.11926605504587157	0.1559633027522936	0.21559633027522937	0.30275229357798167	0.26605504587155965	0.26605504587155965	0.13761467889908258	0.2889908256880734	0.045871559633027525	0.2018348623853211	0.1743119266055046	0.28440366972477066	0.13761467889908258	0.3669724770642202	0.2018348623853211	0.13302752293577982"
"sp|Q9Y4J8|DTNA_HUMAN	0.22911051212938005	0.20754716981132076	0.19811320754716982	0.2628032345013477	0.22641509433962265	0.18059299191374664	0.1967654986522911	0.3140161725067385	0.09029649595687332	0.1792452830188679	0.29245283018867924	0.13746630727762804	0.3719676549865229	0.10107816711590296	0.06873315363881402	0.23315363881401618	0.2574123989218329	0.14555256064690028	0.14824797843665768	0.32345013477088946	0.1495956873315364	0.2587601078167116	0.1765498652291105	0.20215633423180593	0.18328840970350405	0.24663072776280323	0.2196765498652291	0.2668463611859838	0.14150943396226415	0.2371967654986523	0.1752021563342318	0.0215633423180593	0.18867924528301888	0.20350404312668463	0.261455525606469	0.1307277628032345	0.2601078167115903	0.19137466307277629	0.1765498652291105"
"sp|Q8NCR0|B3GL2_HUMAN	0.17835671342685372	0.22444889779559118	0.23046092184368738	0.23847695390781562	0.22645290581162325	0.21442885771543085	0.20440881763527055	0.3066132264529058	0.12224448897795591	0.1623246492985972	0.31462925851703405	0.1683366733466934	0.3527054108216433	0.15831663326653306	0.09819639278557114	0.19438877755511022	0.26452905811623245	0.18236472945891782	0.13226452905811623	0.3026052104208417	0.20841683366733466	0.2605210420841683	0.1402805611222445	0.22044088176352705	0.21442885771543085	0.2685370741482966	0.15030060120240482	0.2725450901803607	0.10821643286573146	0.25250501002004005	0.16432865731462926	0.018036072144288578	0.17835671342685372	0.22244488977955912	0.22244488977955912	0.18236472945891782	0.280561122244489	0.20040080160320642	0.12224448897795591"
"sp|Q5T5Y3|CAMP1_HUMAN	0.27607745159275454	0.16427232979387882	0.20487195502810743	0.27420362273579013	0.1967520299812617	0.16302311055590257	0.21174266083697688	0.2629606495940037	0.09556527170518427	0.231105559025609	0.27420362273579013	0.09993753903810118	0.3610243597751405	0.08931917551530294	0.05059337913803873	0.2517176764522174	0.22985633978763273	0.13554028732042472	0.16926920674578388	0.31480324797001874	0.13554028732042472	0.27420362273579013	0.18925671455340412	0.16302311055590257	0.17988757026858213	0.1942535915053092	0.2598376014990631	0.2810743285446596	0.14366021236727045	0.20861961274203622	0.19550281074328546	0.03497813866333541	0.2023735165521549	0.17051842598376016	0.2954403497813866	0.13429106808244848	0.2467207995003123	0.22423485321673953	0.19362898188632105"
"sp|Q9H1B5|XYLT2_HUMAN	0.22337962962962962	0.18287037037037038	0.23726851851851852	0.23148148148148148	0.24537037037037038	0.19444444444444445	0.16550925925925927	0.3125	0.09953703703703703	0.20949074074074073	0.2743055555555556	0.16203703703703703	0.37037037037037035	0.11226851851851852	0.06365740740740741	0.25578703703703703	0.24074074074074073	0.15625	0.1597222222222222	0.2974537037037037	0.18518518518518517	0.2638888888888889	0.19444444444444445	0.1574074074074074	0.2152777777777778	0.22106481481481483	0.20833333333333334	0.27314814814814814	0.1574074074074074	0.19444444444444445	0.17939814814814814	0.018518518518518517	0.1712962962962963	0.22106481481481483	0.25810185185185186	0.1400462962962963	0.26273148148148145	0.24421296296296297	0.14351851851851852"
"sp|Q5VZL5|ZMYM4_HUMAN	0.2372333548804137	0.1978021978021978	0.22042663219133807	0.259857789269554	0.21266968325791855	0.16483516483516483	0.23206205559146736	0.2546864899806076	0.11506140917905623	0.16095669036845509	0.3400129282482224	0.10407239819004525	0.3212669683257919	0.15901745313510018	0.062055591467356175	0.22882999353587588	0.2566257272139625	0.15513897866839044	0.17194570135746606	0.3160956690368455	0.16418875242404654	0.297349709114415	0.18681318681318682	0.1667744020685197	0.21590174531351003	0.2281835811247576	0.21331609566903684	0.2792501616031028	0.1389786683904331	0.21460892049127342	0.17065287653522948	0.028442146089204912	0.17388493859082094	0.23206205559146736	0.25339366515837103	0.1777634130575307	0.25145442792501616	0.22430510665804784	0.18358112475759533"
"sp|Q9NY26|S39A1_HUMAN	0.14860681114551083	0.11764705882352941	0.35294117647058826	0.20743034055727555	0.23839009287925697	0.24148606811145512	0.14860681114551083	0.35294117647058826	0.11455108359133127	0.17337461300309598	0.23529411764705882	0.23529411764705882	0.3653250773993808	0.09907120743034056	0.09597523219814241	0.15789473684210525	0.1826625386996904	0.2755417956656347	0.07430340557275542	0.25386996904024767	0.21052631578947367	0.3560371517027864	0.12074303405572756	0.14241486068111456	0.3219814241486068	0.14860681114551083	0.13003095975232198	0.34365325077399383	0.1021671826625387	0.1609907120743034	0.08978328173374613	0.009287925696594427	0.12693498452012383	0.21981424148606812	0.22910216718266255	0.11764705882352941	0.17647058823529413	0.26625386996904027	0.08978328173374613"
"sp|Q9HBJ8|CLTRN_HUMAN	0.1493212669683258	0.18552036199095023	0.2398190045248869	0.248868778280543	0.18552036199095023	0.19004524886877827	0.2171945701357466	0.2986425339366516	0.09502262443438914	0.1493212669683258	0.27601809954751133	0.1583710407239819	0.3031674208144796	0.13122171945701358	0.12217194570135746	0.19004524886877827	0.23529411764705882	0.2081447963800905	0.15384615384615385	0.24434389140271492	0.19004524886877827	0.3076923076923077	0.13574660633484162	0.22171945701357465	0.23076923076923078	0.20361990950226244	0.1583710407239819	0.2850678733031674	0.12217194570135746	0.23529411764705882	0.14027149321266968	0.02262443438914027	0.17647058823529413	0.3167420814479638	0.2171945701357466	0.11764705882352941	0.21266968325791855	0.2081447963800905	0.12217194570135746"
"sp|O14979|HNRDL_HUMAN	0.315035799522673	0.1431980906921241	0.14081145584725538	0.26252983293556087	0.2386634844868735	0.14558472553699284	0.14081145584725538	0.2935560859188544	0.07637231503579953	0.2315035799522673	0.26014319809069214	0.11694510739856802	0.34844868735083534	0.10978520286396182	0.03341288782816229	0.3031026252983294	0.1718377088305489	0.09785202863961814	0.2171837708830549	0.26014319809069214	0.19809069212410502	0.19331742243436753	0.2649164677804296	0.15513126491646778	0.17899761336515513	0.19809069212410502	0.26014319809069214	0.19809069212410502	0.22673031026252982	0.19331742243436753	0.2243436754176611	0.01909307875894988	0.1575178997613365	0.15990453460620524	0.3054892601431981	0.1718377088305489	0.26252983293556087	0.18138424821002386	0.1957040572792363"
"sp|Q13257|MD2L1_HUMAN	0.18137254901960784	0.2647058823529412	0.24019607843137256	0.25	0.28431372549019607	0.14705882352941177	0.20098039215686275	0.3235294117647059	0.08823529411764706	0.1323529411764706	0.4215686274509804	0.10294117647058823	0.3088235294117647	0.23529411764705882	0.058823529411764705	0.19117647058823528	0.29411764705882354	0.19117647058823528	0.10294117647058823	0.3627450980392157	0.18137254901960784	0.2647058823529412	0.1715686274509804	0.18627450980392157	0.23039215686274508	0.29411764705882354	0.15196078431372548	0.25980392156862747	0.1568627450980392	0.20098039215686275	0.17647058823529413	0.049019607843137254	0.19117647058823528	0.29411764705882354	0.1715686274509804	0.16666666666666666	0.30392156862745096	0.2549019607843137	0.14215686274509803"
"sp|Q9C0H2|TTYH3_HUMAN	0.20306513409961685	0.1417624521072797	0.28160919540229884	0.23180076628352492	0.23180076628352492	0.18582375478927204	0.19348659003831417	0.3160919540229885	0.08620689655172414	0.18007662835249041	0.26053639846743293	0.18582375478927204	0.38122605363984674	0.09770114942528736	0.07854406130268199	0.22030651340996169	0.19540229885057472	0.21264367816091953	0.12835249042145594	0.28160919540229884	0.19731800766283525	0.3218390804597701	0.1685823754789272	0.12260536398467432	0.2662835249042146	0.18007662835249041	0.18582375478927204	0.32375478927203066	0.12835249042145594	0.16283524904214558	0.1111111111111111	0.007662835249042145	0.1685823754789272	0.22988505747126436	0.20689655172413793	0.1724137931034483	0.2049808429118774	0.23563218390804597	0.13984674329501914"
"sp|Q9Y6Y9|LY96_HUMAN	0.22641509433962265	0.1949685534591195	0.2641509433962264	0.22012578616352202	0.2641509433962264	0.1761006289308176	0.20754716981132076	0.2893081761006289	0.1509433962264151	0.1320754716981132	0.41509433962264153	0.05660377358490566	0.27044025157232704	0.2138364779874214	0.12578616352201258	0.18867924528301888	0.29559748427672955	0.16352201257861634	0.1320754716981132	0.3081761006289308	0.1761006289308176	0.2641509433962264	0.22641509433962265	0.20754716981132076	0.22641509433962265	0.24528301886792453	0.18867924528301888	0.18867924528301888	0.16352201257861634	0.27044025157232704	0.16981132075471697	0.018867924528301886	0.11949685534591195	0.1761006289308176	0.15723270440251572	0.2138364779874214	0.24528301886792453	0.27044025157232704	0.1761006289308176"
"sp|P04920|B3A2_HUMAN	0.21451612903225806	0.1435483870967742	0.23387096774193547	0.24435483870967742	0.21048387096774193	0.1879032258064516	0.16612903225806452	0.2887096774193548	0.10483870967741936	0.22096774193548388	0.23709677419354838	0.15	0.34838709677419355	0.1032258064516129	0.07258064516129033	0.21935483870967742	0.2032258064516129	0.17419354838709677	0.14274193548387096	0.26370967741935486	0.1879032258064516	0.2903225806451613	0.17258064516129032	0.1620967741935484	0.21854838709677418	0.1685483870967742	0.2120967741935484	0.29193548387096774	0.13064516129032258	0.20403225806451614	0.14596774193548387	0.029838709677419355	0.16532258064516128	0.22096774193548388	0.2701612903225806	0.12338709677419354	0.225	0.22096774193548388	0.13306451612903225"
"sp|Q9H2J7|S6A15_HUMAN	0.14814814814814814	0.1728395061728395	0.2825788751714678	0.1755829903978052	0.24417009602194786	0.22085048010973937	0.15637860082304528	0.299039780521262	0.1440329218106996	0.12071330589849108	0.3100137174211248	0.15637860082304528	0.2935528120713306	0.1646090534979424	0.14266117969821673	0.1673525377229081	0.23868312757201646	0.20027434842249658	0.1083676268861454	0.2345679012345679	0.22359396433470508	0.29218106995884774	0.16323731138545952	0.1700960219478738	0.25925925925925924	0.20713305898491083	0.13305898491083676	0.2606310013717421	0.1262002743484225	0.20713305898491083	0.1111111111111111	0.0205761316872428	0.13031550068587106	0.23593964334705075	0.2112482853223594	0.18930041152263374	0.21810699588477367	0.24417009602194786	0.102880658436214"
"sp|Q9NRA2|S17A5_HUMAN	0.15384615384615385	0.11740890688259109	0.354251012145749	0.15991902834008098	0.2854251012145749	0.17611336032388664	0.15587044534412955	0.3582995951417004	0.08299595141700405	0.145748987854251	0.291497975708502	0.19635627530364372	0.3360323886639676	0.16194331983805668	0.12955465587044535	0.2125506072874494	0.18218623481781376	0.2732793522267207	0.09919028340080972	0.22874493927125505	0.2692307692307692	0.31781376518218624	0.18421052631578946	0.15991902834008098	0.3441295546558704	0.1437246963562753	0.13360323886639677	0.3157894736842105	0.1700404858299595	0.17408906882591094	0.10931174089068826	0.012145748987854251	0.09716599190283401	0.22064777327935223	0.2125506072874494	0.2125506072874494	0.1680161943319838	0.2975708502024291	0.10323886639676114"
"sp|Q8WWY3|PRP31_HUMAN	0.23493975903614459	0.21887550200803213	0.20883534136546184	0.25301204819277107	0.2429718875502008	0.13453815261044177	0.20481927710843373	0.3032128514056225	0.07028112449799197	0.20682730923694778	0.321285140562249	0.13052208835341367	0.41767068273092367	0.11044176706827309	0.05421686746987952	0.2248995983935743	0.2570281124497992	0.16666666666666666	0.12449799196787148	0.3614457831325301	0.16666666666666666	0.28112449799196787	0.16666666666666666	0.15261044176706828	0.20080321285140562	0.25100401606425704	0.21084337349397592	0.2710843373493976	0.15261044176706828	0.16666666666666666	0.1927710843373494	0.028112449799196786	0.19678714859437751	0.23092369477911648	0.27309236947791166	0.11244979919678715	0.3092369477911647	0.21686746987951808	0.14457831325301204"
"sp|O75354|ENTP6_HUMAN	0.20496894409937888	0.18840579710144928	0.2443064182194617	0.23395445134575568	0.2484472049689441	0.16977225672877846	0.2070393374741201	0.31262939958592134	0.08902691511387163	0.22567287784679088	0.2857142857142857	0.17184265010351968	0.39544513457556935	0.12836438923395446	0.07867494824016563	0.2608695652173913	0.2360248447204969	0.17598343685300208	0.15320910973084886	0.3416149068322981	0.18219461697722567	0.2691511387163561	0.19668737060041408	0.19047619047619047	0.2401656314699793	0.21739130434782608	0.18840579710144928	0.2836438923395445	0.16977225672877846	0.21739130434782608	0.19668737060041408	0.014492753623188406	0.14285714285714285	0.2753623188405797	0.2028985507246377	0.16770186335403728	0.2670807453416149	0.2629399585921325	0.12629399585921325"
"sp|A6NFN3|RFOX3_HUMAN	0.2829581993569132	0.10289389067524116	0.1864951768488746	0.20257234726688103	0.24115755627009647	0.1639871382636656	0.12861736334405144	0.3215434083601286	0.07717041800643087	0.19935691318327975	0.21864951768488747	0.16720257234726688	0.33440514469453375	0.12218649517684887	0.02572347266881029	0.3440514469453376	0.17684887459807075	0.10610932475884244	0.17041800643086816	0.18971061093247588	0.26688102893890675	0.2604501607717042	0.24115755627009647	0.12540192926045016	0.24115755627009647	0.14469453376205788	0.2797427652733119	0.2604501607717042	0.19614147909967847	0.17041800643086816	0.12218649517684887	0.01929260450160772	0.1414790996784566	0.21543408360128619	0.20257234726688103	0.22186495176848875	0.21543408360128619	0.2540192926045016	0.17041800643086816"
"sp|A1A5B4|ANO9_HUMAN	0.18309859154929578	0.19590268886043533	0.25480153649167736	0.2023047375160051	0.20998719590268886	0.26888604353393086	0.17285531370038412	0.3213828425096031	0.14212548015364918	0.1613316261203585	0.2893725992317542	0.1792573623559539	0.31498079385403327	0.1613316261203585	0.12291933418693982	0.17413572343149808	0.2560819462227913	0.18693982074263765	0.11139564660691421	0.293213828425096	0.18309859154929578	0.25096030729833546	0.18950064020486557	0.23943661971830985	0.22151088348271447	0.2471190781049936	0.16517285531370038	0.23047375160051217	0.15620998719590268	0.2727272727272727	0.18181818181818182	0.020486555697823303	0.1613316261203585	0.28169014084507044	0.19078104993597952	0.13700384122919335	0.23943661971830985	0.23815620998719592	0.13956466069142126"
"sp|Q8NDV3|SMC1B_HUMAN	0.21393841166936792	0.28444084278768234	0.15235008103727715	0.24554294975688817	0.23419773095623986	0.16774716369529985	0.2171799027552674	0.28768233387358183	0.10777957860615883	0.16531604538087522	0.34359805510534847	0.11102106969205834	0.3217179902755267	0.16369529983792544	0.06645056726094004	0.18638573743922204	0.31685575364667745	0.11507293354943274	0.12074554294975688	0.3841166936790924	0.1012965964343598	0.25364667747163694	0.1385737439222042	0.24716369529983792	0.1312803889789303	0.3233387358184765	0.18638573743922204	0.24230145867098865	0.11588330632090761	0.2698541329011345	0.20583468395461912	0.05429497568881685	0.22447325769854132	0.2585089141004862	0.19854132901134522	0.11426256077795786	0.3460291734197731	0.14181523500810372	0.15235008103727715"
"sp|Q969I6|S38A4_HUMAN	0.17216117216117216	0.12454212454212454	0.32051282051282054	0.17032967032967034	0.22893772893772893	0.19230769230769232	0.163003663003663	0.29120879120879123	0.13003663003663005	0.12454212454212454	0.2967032967032967	0.16666666666666666	0.315018315018315	0.13553113553113552	0.12454212454212454	0.17399267399267399	0.21978021978021978	0.21794871794871795	0.09706959706959707	0.2216117216117216	0.22893772893772893	0.29304029304029305	0.18681318681318682	0.19413919413919414	0.3021978021978022	0.16117216117216118	0.152014652014652	0.2600732600732601	0.16117216117216118	0.21978021978021978	0.10256410256410256	0.014652014652014652	0.12087912087912088	0.2490842490842491	0.21611721611721613	0.18315018315018314	0.15934065934065933	0.2875457875457875	0.13736263736263737"
"sp|Q86WV1|SKAP1_HUMAN	0.2346368715083799	0.17597765363128492	0.18435754189944134	0.23743016759776536	0.28212290502793297	0.10893854748603352	0.19273743016759776	0.31843575418994413	0.05027932960893855	0.18156424581005587	0.276536312849162	0.12849162011173185	0.31564245810055863	0.15083798882681565	0.0670391061452514	0.23184357541899442	0.19553072625698323	0.15363128491620112	0.13966480446927373	0.3100558659217877	0.1564245810055866	0.276536312849162	0.20391061452513967	0.18156424581005587	0.1871508379888268	0.21787709497206703	0.19273743016759776	0.28212290502793297	0.17597765363128492	0.20949720670391062	0.13128491620111732	0.05027932960893855	0.24022346368715083	0.19832402234636873	0.29329608938547486	0.15921787709497207	0.25139664804469275	0.18435754189944134	0.15921787709497207"
